50.0918,14.4180
50.0518,14.3511
50.0518,14.3511
50.0518,14.3511
50.0986,14.4232
50.0518,14.3511
50.0518,14.3511
50.0724,14.3905
50.0518,14.3511
50.0842,14.3469
50.0838,14.4271
50.0724,14.4032
49.2046,16.5982
50.1087,14.4365
50.0986,14.4232
50.0724,14.4032
50.0842,14.4189
50.0842,14.3469
50.0724,14.4032
50.0464,14.3217
50.0464,14.3217
50.0842,14.3469
50.0518,14.3511
50.0451,14.4567
50.0451,14.4567
50.1035,14.4524
50.0676,14.5072
50.0897,14.4391
50.0897,14.4391
50.0897,14.4391
50.0897,14.4391
50.0910,14.4091
50.0451,14.4567
50.0451,14.4567
50.0451,14.4567
50.0451,14.4567
50.0749,14.4279
50.0749,14.4279
50.0986,14.4232
50.0676,14.5072
50.0460,14.4487
50.0721,14.5499
50.0782,14.4752
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0451,14.4567
50.0464,14.3217
50.0253,14.5216
50.0680,14.4936
50.0631,14.5430
50.0253,14.5216
50.0455,14.5594
50.0631,14.5430
50.0631,14.5430
50.0631,14.5430
50.0455,14.5594
50.0631,14.5430
50.0680,14.4936
50.0749,14.4279
50.0749,14.4279
48.2444,16.3318
48.2444,16.3318
50.0923,14.4870
48.2069,16.2898
50.0735,14.5060
50.0678,14.4241
48.2069,16.2898
48.2069,16.2898
48.2069,16.289850.0737,14.4304
50.0923,14.4870
50.0678,14.4241
50.0842,14.3469
50.0989,14.3887
50.0923,14.4870
49.1960,16.6054
49.1960,16.6054
50.0923,14.4870
50.0923,14.4870
50.0923,14.487048.8059,16.6347
49.1864,16.7281
49.1864,16.7281
50.0464,14.3217
49.1864,16.7281
50.0989,14.3887
50.0518,14.3511
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0721,14.5499
50.0721,14.549948.8796,2.35538
47.3869,8.5250
50.0989,14.3887
50.0518,14.3511
50.0989,14.3887
50.0989,14.3887
50.0518,14.3511
50.0518,14.3511
50.0518,14.3511
50.0476,14.3406
50.0989,14.3887
50.0518,14.3511
50.0429,14.4224
50.0758,14.4284
50.0758,14.4284
50.0429,14.4224
50.0429,14.4224
50.0842,14.3469
50.0842,14.3469
50.0989,14.3887
50.0518,14.3511
50.0721,14.5499
50.0721,14.5499
50.0814,14.5083
50.0814,14.5083
50.0814,14.5083
50.0814,14.5083
49.9461,14.2226
50.0842,14.3469
50.0842,14.3469
50.0451,14.4567
50.0742,14.4696
50.0451,14.4567
50.0749,14.4279
50.0838,14.4271
50.0451,14.4567
50.0771,14.4187
50.0842,14.3469
50.0678,14.4241
50.0842,14.3469
50.0842,14.3469
50.0765,14.4610
50.0842,14.3469
50.0757,14.4347
50.0765,14.4610
50.0765,14.4610
50.0765,14.4610
50.0842,14.3469
50.0765,14.4610
50.0765,14.4610
50.0765,14.4610
50.0923,14.4870
50.0678,14.4241
48.2112,16.3480
50.0923,14.4870
50.0923,14.4870
50.0923,14.4870
50.0678,14.4241
50.0923,14.4870
48.2069,16.2898
48.2069,16.2898
50.0923,14.4870
50.0758,14.4284
48.2112,16.3480
48.2069,16.2898
48.2491,12.5268
48.1375,11.6369
48.1375,11.6369
48.1375,11.61863
48.1375,11.61863
48.1474,11.5803
48.1375,11.6369
49.2088,16.6300
48.1441,12.0716
48.1375,11.61863
48.1375,11.6369
48.1375,11.6369
48.1582,11.6411
48.1582,11.6411
48.1375,11.6369
48.1375,11.6369
48.1375,11.61863
48.1375,11.61863
48.1474,11.5803
48.1474,11.5803
48.1474,11.5803
48.1514,11.5690
48.1514,11.5690
48.1498,11.5758
48.1498,11.575848.1498,11.5758
48.1264,11.5976
